title;year;url;checkedcount;favouritecount;officialtoplistcount;usertoplistcount;akatitle;imdburl;checked;favorite;disliked;watchlist;owned
"Kill Bill: Vol. 2";2004;http://www.icheckmovies.com/movies/kill+bill+vol.+2/;72088;4868;8;461;;http://www.imdb.com/title/tt0378194/;"2015-03-06 23:51:39";no;no;no;no
"Raising Arizona";1987;http://www.icheckmovies.com/movies/raising+arizona/;17550;1029;7;217;;http://www.imdb.com/title/tt0093822/;"2015-03-04 22:03:09";no;no;no;no
Presto;2008;http://www.icheckmovies.com/movies/presto/;9373;523;1;64;;http://www.imdb.com/title/tt1245104/;"2015-03-03 00:05:25";no;no;no;no
"L'homme qui plantait des arbres";1987;http://www.icheckmovies.com/movies/lhomme+qui+plantait+des+arbres/;3115;461;4;108;"The Man Who Planted Trees";http://www.imdb.com/title/tt0093488/;"2015-03-02 23:55:34";no;no;no;no
Leviathan;2014;http://www.icheckmovies.com/movies/leviathan-2014/;1008;113;2;93;;http://www.imdb.com/title/tt2802154/;"2015-03-01 20:02:28";no;no;no;no
"The Great Train Robbery";1903;http://www.icheckmovies.com/movies/the+great+train+robbery/;8014;164;10;167;;http://www.imdb.com/title/tt0000439/;"2015-03-01 01:59:30";no;no;no;no
"The Adventures of Priscilla, Queen of the Desert";1994;http://www.icheckmovies.com/movies/the+adventures+of+priscilla+queen+of+the+desert/;7579;482;5;125;;http://www.imdb.com/title/tt0109045/;"2015-03-01 01:18:27";no;no;no;no
"One Flew Over the Cuckoo's Nest";1975;http://www.icheckmovies.com/movies/one+flew+over+the+cuckoos+nest/;61800;6718;31;745;;http://www.imdb.com/title/tt0073486/;"2015-02-28 20:14:47";no;no;no;no
"Mean Streets";1973;http://www.icheckmovies.com/movies/mean+streets/;9776;601;17;274;;http://www.imdb.com/title/tt0070379/;"2015-02-28 01:27:27";no;no;no;no
"The Purple Rose of Cairo";1985;http://www.icheckmovies.com/movies/the+purple+rose+of+cairo/;6759;661;5;180;;http://www.imdb.com/title/tt0089853/;"2015-02-25 22:57:21";no;no;no;no
Ida;2013;http://www.icheckmovies.com/movies/ida-2013-1/;1925;180;3;138;;http://www.imdb.com/title/tt2718492/;"2015-02-23 22:43:22";no;no;no;no
"American Sniper";2014;http://www.icheckmovies.com/movies/american+sniper/;3762;104;2;118;;http://www.imdb.com/title/tt2179136/;"2015-02-23 19:01:27";no;no;no;no
"Inherent Vice";2014;http://www.icheckmovies.com/movies/inherent+vice/;2107;172;2;109;;http://www.imdb.com/title/tt1791528/;"2015-02-22 02:58:35";no;no;no;no
"Stake Land";2010;http://www.icheckmovies.com/movies/stake+land/;1144;56;0;73;;http://www.imdb.com/title/tt1464580/;"2015-02-20 23:16:02";no;no;no;no
"We Are What We Are";2013;http://www.icheckmovies.com/movies/we+are+what+we+are/;540;16;0;48;;http://www.imdb.com/title/tt2309021/;"2015-02-20 23:10:02";no;no;no;no
Foxcatcher;2014;http://www.icheckmovies.com/movies/foxcatcher/;2916;106;1;121;;http://www.imdb.com/title/tt1100089/;"2015-02-18 23:28:46";no;no;no;no
"Deux jours, une nuit";2014;http://www.icheckmovies.com/movies/deux+jours+une+nuit/;1400;139;2;116;;http://www.imdb.com/title/tt2737050/;"2015-02-16 22:38:01";no;no;no;no
Wild;2014;http://www.icheckmovies.com/movies/wild-2014-1/;1543;73;0;74;;http://www.imdb.com/title/tt2305051/;"2015-02-15 03:17:44";no;no;no;no
Unstoppable;2010;http://www.icheckmovies.com/movies/unstoppable/;7147;147;0;70;;http://www.imdb.com/title/tt0477080/;"2015-02-15 03:15:15";no;no;no;no
Bowfinger;1999;http://www.icheckmovies.com/movies/bowfinger/;3208;86;0;31;;http://www.imdb.com/title/tt0131325/;"2015-02-15 02:51:35";no;no;no;no
"Fifty Shades of Grey";2015;http://www.icheckmovies.com/movies/fifty+shades+of+grey/;1532;18;1;27;;http://www.imdb.com/title/tt2322441/;"2015-02-15 02:43:55";no;no;no;no
Rumpelstiltskin;1995;http://www.icheckmovies.com/movies/rumpelstiltskin/;69;4;0;8;;http://www.imdb.com/title/tt0114306/;"2015-02-15 02:43:40";no;no;no;no
"The Theory of Everything";2014;http://www.icheckmovies.com/movies/the+theory+of+everything-2014-1/;5169;308;1;134;;http://www.imdb.com/title/tt2980516/;"2015-02-14 16:44:30";no;no;no;no
"The Warriors";1979;http://www.icheckmovies.com/movies/the+warriors/;7135;660;4;163;;http://www.imdb.com/title/tt0080120/;"2015-02-14 01:15:03";no;no;no;no
Boyhood;2014;http://www.icheckmovies.com/movies/boyhood/;9131;1324;10;289;;http://www.imdb.com/title/tt1065073/;"2015-02-13 22:59:41";no;no;no;no
Nightcrawler;2014;http://www.icheckmovies.com/movies/nightcrawler/;6602;714;3;176;;http://www.imdb.com/title/tt2872718/;"2015-02-12 22:35:19";no;no;no;no
"The Imitation Game";2014;http://www.icheckmovies.com/movies/the+imitation+game/;7852;616;8;175;;http://www.imdb.com/title/tt2084970/;"2015-02-11 22:27:30";no;no;no;no
"Still Alice";2014;http://www.icheckmovies.com/movies/still+alice/;1458;78;0;72;;http://www.imdb.com/title/tt3316960/;"2015-02-10 22:47:34";no;no;no;no
Whiplash;2014;http://www.icheckmovies.com/movies/whiplash-2014-1/;8255;1390;9;261;;http://www.imdb.com/title/tt2582802/;"2015-02-09 23:01:08";no;no;no;no
"Creature Comforts";1989;http://www.icheckmovies.com/movies/creature+comforts/;800;52;0;41;;http://www.imdb.com/title/tt0099317/;"2015-02-09 19:11:48";no;no;no;no
GasLand;2010;http://www.icheckmovies.com/movies/gasland/;826;48;0;30;;http://www.imdb.com/title/tt1558250/;"2015-02-09 19:09:06";no;no;no;no
"Sweet Sixteen";2002;http://www.icheckmovies.com/movies/sweet+sixteen/;865;37;2;54;;http://www.imdb.com/title/tt0313670/;"2015-02-09 19:05:57";no;no;no;no
"All the Boys Love Mandy Lane";2006;http://www.icheckmovies.com/movies/all+the+boys+love+mandy+lane/;1149;18;0;45;;http://www.imdb.com/title/tt0490076/;"2015-02-09 18:24:05";no;no;no;no
"The Man with Two Brains";1983;http://www.icheckmovies.com/movies/the+man+with+two+brains/;1228;36;1;41;;http://www.imdb.com/title/tt0085894/;"2015-02-09 18:20:41";no;no;no;no
"Captain Corelli's Mandolin";2001;http://www.icheckmovies.com/movies/captain+corellis+mandolin/;1241;36;0;22;;http://www.imdb.com/title/tt0238112/;"2015-02-09 18:18:44";no;no;no;no
Earthlings;2005;http://www.icheckmovies.com/movies/earthlings/;1470;146;1;33;;http://www.imdb.com/title/tt0358456/;"2015-02-09 18:10:28";no;no;no;no
"The Matador";2005;http://www.icheckmovies.com/movies/the+matador/;1505;53;0;31;;http://www.imdb.com/title/tt0365485/;"2015-02-09 18:08:58";no;no;no;no
"Book of Shadows: Blair Witch 2";2000;http://www.icheckmovies.com/movies/book+of+shadows+blair+witch+2/;1539;10;0;27;;http://www.imdb.com/title/tt0229260/;"2015-02-09 18:07:28";no;no;no;no
"Calendar Girls";2003;http://www.icheckmovies.com/movies/calendar+girls/;1581;45;0;17;;http://www.imdb.com/title/tt0337909/;"2015-02-09 18:06:04";no;no;no;no
"Little Giants";1994;http://www.icheckmovies.com/movies/little+giants/;1662;39;0;20;;http://www.imdb.com/title/tt0110364/;"2015-02-09 18:04:38";no;no;no;no
"The Borrowers";1997;http://www.icheckmovies.com/movies/the+borrowers/;1755;20;0;23;;http://www.imdb.com/title/tt0118755/;"2015-02-09 18:02:34";no;no;no;no
Mongol;2007;http://www.icheckmovies.com/movies/mongol/;1794;81;1;58;;http://www.imdb.com/title/tt0416044/;"2015-02-09 18:01:39";no;no;no;no
"The Eagle";2011;http://www.icheckmovies.com/movies/the+eagle-2011/;1881;43;0;30;;http://www.imdb.com/title/tt1034389/;"2015-02-09 17:59:10";no;no;no;no
"Fred Claus";2007;http://www.icheckmovies.com/movies/fred+claus/;1961;17;0;28;;http://www.imdb.com/title/tt0486583/;"2015-02-09 17:57:48";no;no;no;no
"The 51st State";2001;http://www.icheckmovies.com/movies/the+51st+state/;2011;43;0;25;"Formula 51";http://www.imdb.com/title/tt0227984/;"2015-02-09 17:56:27";no;no;no;no
Psycho;1998;http://www.icheckmovies.com/movies/psycho-1998/;2581;22;0;48;;http://www.imdb.com/title/tt0155975/;"2015-02-09 17:49:42";no;no;no;no
"Free Willy 2: The Adventure Home";1995;http://www.icheckmovies.com/movies/free+willy+2+the+adventure+home/;2423;14;0;15;;http://www.imdb.com/title/tt0113114/;"2015-02-09 17:48:48";no;no;no;no
Cyrus;2010;http://www.icheckmovies.com/movies/cyrus/;2471;49;0;42;;http://www.imdb.com/title/tt1336617/;"2015-02-09 17:43:52";no;no;no;no
"Drillbit Taylor";2008;http://www.icheckmovies.com/movies/drillbit+taylor/;2519;22;0;24;;http://www.imdb.com/title/tt0817538/;"2015-02-09 17:43:34";no;no;no;no
Teeth;2007;http://www.icheckmovies.com/movies/teeth/;2775;74;0;77;;http://www.imdb.com/title/tt0780622/;"2015-02-09 17:39:51";no;no;no;no
"Cop Land";1997;http://www.icheckmovies.com/movies/cop+land/;2771;86;0;37;;http://www.imdb.com/title/tt0118887/;"2015-02-09 17:38:39";no;no;no;no
"Freddy Got Fingered";2001;http://www.icheckmovies.com/movies/freddy+got+fingered/;2829;90;0;41;;http://www.imdb.com/title/tt0240515/;"2015-02-09 17:37:33";no;no;no;no
"Fly Away Home";1996;http://www.icheckmovies.com/movies/fly+away+home/;2825;70;0;35;"Father Goose";http://www.imdb.com/title/tt0116329/;"2015-02-09 17:33:03";no;no;no;no
"The Witches";1990;http://www.icheckmovies.com/movies/the+witches/;2936;84;0;52;;http://www.imdb.com/title/tt0100944/;"2015-02-09 17:30:38";no;no;no;no
"The Wicker Man";2006;http://www.icheckmovies.com/movies/the+wicker+man-2006-1/;3135;30;0;63;;http://www.imdb.com/title/tt0450345/;"2015-02-09 17:28:15";no;no;no;no
"Super Mario Bros.";1993;http://www.icheckmovies.com/movies/super+mario+bros./;3389;42;0;35;;http://www.imdb.com/title/tt0108255/;"2015-02-09 17:25:44";no;no;no;no
"Snake Eyes";1998;http://www.icheckmovies.com/movies/snake+eyes/;3416;57;1;38;;http://www.imdb.com/title/tt0120832/;"2015-02-09 17:24:38";no;no;no;no
"The Damned United";2009;http://www.icheckmovies.com/movies/the+damned+united/;3559;251;1;52;;http://www.imdb.com/title/tt1226271/;"2015-02-09 17:12:01";no;no;no;no
"G.I. Jane";1997;http://www.icheckmovies.com/movies/g.i.+jane/;3714;65;0;33;;http://www.imdb.com/title/tt0119173/;"2015-02-09 17:11:13";no;no;no;no
"A Grand Day Out";1989;http://www.icheckmovies.com/movies/a+grand+day+out/;3729;150;0;61;;http://www.imdb.com/title/tt0104361/;"2015-02-09 17:10:08";no;no;no;no
"Ghost Town";2008;http://www.icheckmovies.com/movies/ghost+town/;3784;100;0;34;;http://www.imdb.com/title/tt0995039/;"2015-02-09 17:08:59";no;no;no;no
"Rescue Dawn";2006;http://www.icheckmovies.com/movies/rescue+dawn/;3964;152;1;66;;http://www.imdb.com/title/tt0462504/;"2015-02-09 17:07:37";no;no;no;no
"Any Given Sunday";1999;http://www.icheckmovies.com/movies/any+given+sunday/;3958;131;0;58;;http://www.imdb.com/title/tt0146838/;"2015-02-09 17:06:50";no;no;no;no
Payback;1999;http://www.icheckmovies.com/movies/payback/;3800;165;0;48;;http://www.imdb.com/title/tt0120784/;"2015-02-09 17:05:43";no;no;no;no
Splice;2009;http://www.icheckmovies.com/movies/splice/;4321;87;0;68;;http://www.imdb.com/title/tt1017460/;"2015-02-09 17:01:43";no;no;no;no
Jack;1996;http://www.icheckmovies.com/movies/jack/;4489;75;1;28;;http://www.imdb.com/title/tt0116669/;"2015-02-09 17:00:22";no;no;no;no
"Honey I Blew Up the Kid";1992;http://www.icheckmovies.com/movies/honey+i+blew+up+the+kid/;4548;22;0;32;;http://www.imdb.com/title/tt0104437/;"2015-02-09 16:59:38";no;no;no;no
DragonHeart;1996;http://www.icheckmovies.com/movies/dragonheart/;4777;158;0;36;;http://www.imdb.com/title/tt0116136/;"2015-02-09 16:57:18";no;no;no;no
"The Secret Garden";1993;http://www.icheckmovies.com/movies/the+secret+garden/;4894;278;0;49;;http://www.imdb.com/title/tt0108071/;"2015-02-09 16:56:08";no;no;no;no
Secretary;2002;http://www.icheckmovies.com/movies/secretary/;5136;441;1;76;;http://www.imdb.com/title/tt0274812/;"2015-02-09 16:55:02";no;no;no;no
"The Little Rascals";1994;http://www.icheckmovies.com/movies/the+little+rascals/;5028;173;0;26;;http://www.imdb.com/title/tt0110366/;"2015-02-09 16:54:53";no;no;no;no
"Small Soldiers";1998;http://www.icheckmovies.com/movies/small+soldiers/;5131;120;0;43;;http://www.imdb.com/title/tt0122718/;"2015-02-09 16:54:02";no;no;no;no
21;2008;http://www.icheckmovies.com/movies/21/;12766;413;0;78;;http://www.imdb.com/title/tt0478087/;"2015-02-09 16:48:23";no;no;no;no
"Shanghai Noon";2000;http://www.icheckmovies.com/movies/shanghai+noon/;6944;123;0;46;;http://www.imdb.com/title/tt0184894/;"2015-02-09 16:31:29";no;no;no;no
"Little Nicky";2000;http://www.icheckmovies.com/movies/little+nicky/;7198;124;0;47;;http://www.imdb.com/title/tt0185431/;"2015-02-09 16:30:38";no;no;no;no
"I Know What You Did Last Summer";1997;http://www.icheckmovies.com/movies/i+know+what+you+did+last+summer/;8412;72;0;77;;http://www.imdb.com/title/tt0119345/;"2015-02-09 16:27:45";no;no;no;no
"Deja Vu";2006;http://www.icheckmovies.com/movies/deja+vu/;9955;313;0;80;;http://www.imdb.com/title/tt0453467/;"2015-02-09 16:25:33";no;no;no;no
"Date Night";2010;http://www.icheckmovies.com/movies/date+night/;10941;205;0;67;;http://www.imdb.com/title/tt1279935/;"2015-02-09 16:24:00";no;no;no;no
Blade;1998;http://www.icheckmovies.com/movies/blade/;12961;322;0;139;;http://www.imdb.com/title/tt0120611/;"2015-02-09 16:23:30";no;no;no;no
"Girl, Interrupted";1999;http://www.icheckmovies.com/movies/girl+interrupted/;11992;1132;0;117;;http://www.imdb.com/title/tt0172493/;"2015-02-09 16:19:18";no;no;no;no
"Man on Fire";2004;http://www.icheckmovies.com/movies/man+on+fire/;12656;690;0;101;;http://www.imdb.com/title/tt0328107/;"2015-02-09 16:18:28";no;no;no;no
"Devil's Advocate";1997;http://www.icheckmovies.com/movies/devils+advocate-1997/;16998;893;1;103;;http://www.imdb.com/title/tt0118971/;"2015-02-09 16:13:44";no;no;no;no
"I Still Know What You Did Last Summer";1998;http://www.icheckmovies.com/movies/i+still+know+what+you+did+last+summer/;4356;30;0;45;;http://www.imdb.com/title/tt0130018/;"2015-02-09 15:40:06";no;no;no;no
"Open Water 2: Adrift";2006;http://www.icheckmovies.com/movies/open+water+2+adrift/;448;4;0;9;;http://www.imdb.com/title/tt0470055/;"2015-02-09 15:39:45";no;no;no;no
"Open Water";2003;http://www.icheckmovies.com/movies/open+water/;2312;31;0;50;;http://www.imdb.com/title/tt0374102/;"2015-02-09 15:38:48";no;no;no;no
"Birdman or (The Unexpected Virtue of Ignorance)";2014;http://www.icheckmovies.com/movies/birdman+or+the+unexpected+virtue+of+ignorance/;9599;1240;6;262;;http://www.imdb.com/title/tt2562232/;"2015-02-08 18:46:13";no;no;no;no
"His Girl Friday";1940;http://www.icheckmovies.com/movies/his+girl+friday/;8910;894;16;346;;http://www.imdb.com/title/tt0032599/;"2015-02-08 02:08:22";no;no;no;no
Selma;2014;http://www.icheckmovies.com/movies/selma-2014-1/;2021;108;2;108;;http://www.imdb.com/title/tt1020072/;"2015-02-07 00:22:19";no;no;no;no
"The Grand Budapest Hotel";2014;http://www.icheckmovies.com/movies/the+grand+budapest+hotel/;16654;2232;7;358;;http://www.imdb.com/title/tt2278388/;"2015-02-05 23:05:48";no;no;no;no
Creation;2009;http://www.icheckmovies.com/movies/creation/;637;32;0;21;;http://www.imdb.com/title/tt0974014/;"2015-02-04 23:54:38";no;no;no;no
"Angela's Ashes";1999;http://www.icheckmovies.com/movies/angelas+ashes/;923;56;0;30;;http://www.imdb.com/title/tt0145653/;"2015-02-04 22:57:29";no;no;no;no
"The Guilt Trip";2012;http://www.icheckmovies.com/movies/the+guilt+trip/;1179;14;0;23;;http://www.imdb.com/title/tt1694020/;"2015-02-04 22:05:03";no;no;no;no
"Final Fantasy: The Spirits Within";2001;http://www.icheckmovies.com/movies/final+fantasy+the+spirits+within/;8880;162;1;66;;http://www.imdb.com/title/tt0173840/;"2015-02-04 15:20:26";no;no;no;no
"Never Let Me Go";2010;http://www.icheckmovies.com/movies/never+let+me+go/;11733;1084;1;122;;http://www.imdb.com/title/tt1334260/;"2015-02-04 15:16:17";no;no;no;no
"Made in Dagenham";2010;http://www.icheckmovies.com/movies/made+in+dagenham/;752;42;0;39;;http://www.imdb.com/title/tt1371155/;"2015-02-04 15:15:42";no;no;no;no
Brüno;2009;http://www.icheckmovies.com/movies/bruno/;8562;146;0;60;;http://www.imdb.com/title/tt0889583/;"2015-02-04 15:15:23";no;no;no;no
Hooligans;2005;http://www.icheckmovies.com/movies/hooligans/;8200;400;1;54;;http://www.imdb.com/title/tt0385002/;"2015-02-04 15:12:51";no;no;no;no
"The Football Factory";2004;http://www.icheckmovies.com/movies/the+football+factory/;918;30;0;15;;http://www.imdb.com/title/tt0385705/;"2015-02-04 15:11:49";no;no;no;no
Evolution;2001;http://www.icheckmovies.com/movies/evolution/;6114;135;0;39;;http://www.imdb.com/title/tt0251075/;"2015-02-04 15:10:39";no;no;no;no
"The Land Before Time";1988;http://www.icheckmovies.com/movies/the+land+before+time/;17886;593;1;80;;http://www.imdb.com/title/tt0095489/;"2015-02-04 15:07:53";no;no;no;no
"Cool Runnings";1993;http://www.icheckmovies.com/movies/cool+runnings/;8511;341;0;64;;http://www.imdb.com/title/tt0106611/;"2015-02-04 14:39:13";no;no;no;no
"D2: The Mighty Ducks";1994;http://www.icheckmovies.com/movies/d2+the+mighty+ducks/;3614;70;0;31;"The Mighty Ducks 2";http://www.imdb.com/title/tt0109520/;"2015-02-04 14:36:12";no;no;no;no
Arachnophobia;1990;http://www.icheckmovies.com/movies/arachnophobia/;3468;59;0;60;;http://www.imdb.com/title/tt0099052/;"2015-02-04 14:34:07";no;no;no;no
Jagten;2012;http://www.icheckmovies.com/movies/jagten/;7694;1306;9;262;;http://www.imdb.com/title/tt2106476/;"2015-02-01 22:41:02";no;no;no;no
Capote;2005;http://www.icheckmovies.com/movies/capote/;11900;460;3;152;;http://www.imdb.com/title/tt0379725/;"2015-02-01 00:06:14";no;no;no;no
"Run Fatboy Run";2007;http://www.icheckmovies.com/movies/run+fatboy+run/;4491;103;0;27;;http://www.imdb.com/title/tt0425413/;"2015-01-27 00:49:13";no;no;no;no
Catfish;2010;http://www.icheckmovies.com/movies/catfish/;4534;239;0;65;;http://www.imdb.com/title/tt1584016/;"2015-01-26 16:54:33";no;no;no;no
"Ladri di biciclette";1948;http://www.icheckmovies.com/movies/ladri+di+biciclette/;15848;1860;33;573;"The Bicycle Thief";http://www.imdb.com/title/tt0040522/;"2015-01-26 00:49:48";no;no;no;no
"It's Such a Beautiful Day";2012;http://www.icheckmovies.com/movies/its+such+a+beautiful+day-2012-1/;758;177;3;77;;http://www.imdb.com/title/tt2396224/;"2015-01-25 22:47:51";no;no;no;no
Primer;2004;http://www.icheckmovies.com/movies/primer/;12805;1215;5;183;;http://www.imdb.com/title/tt0390384/;"2015-01-25 01:22:56";no;no;no;no
Maniac;2012;http://www.icheckmovies.com/movies/maniac-2012-1/;1054;49;0;60;;http://www.imdb.com/title/tt2103217/;"2015-01-24 23:40:20";no;no;no;no
Daybreakers;2009;http://www.icheckmovies.com/movies/daybreakers/;5363;142;0;71;;http://www.imdb.com/title/tt0433362/;"2015-01-24 21:54:39";no;no;no;no
"Ghost World";2001;http://www.icheckmovies.com/movies/ghost+world/;14101;1359;6;209;;http://www.imdb.com/title/tt0162346/;"2015-01-24 01:06:54";no;no;no;no
May;2002;http://www.icheckmovies.com/movies/may/;2791;179;2;90;;http://www.imdb.com/title/tt0303361/;"2015-01-21 22:44:53";no;no;no;no
Locke;2013;http://www.icheckmovies.com/movies/locke/;2479;191;1;96;;http://www.imdb.com/title/tt2692904/;"2015-01-21 21:02:24";no;no;no;no
"Jodaeiye Nader az Simin";2011;http://www.icheckmovies.com/movies/jodaeiye+nader+az+simin/;7413;1212;13;332;"A Separation";http://www.imdb.com/title/tt1832382/;"2015-01-18 00:14:32";no;no;no;no
"Dallas Buyers Club";2013;http://www.icheckmovies.com/movies/dallas+buyers+club/;11336;841;3;231;;http://www.imdb.com/title/tt0790636/;"2015-01-17 00:54:29";no;no;no;no
"Miss Violence";2013;http://www.icheckmovies.com/movies/miss+violence/;134;23;0;22;;http://www.imdb.com/title/tt3078242/;"2015-01-17 00:53:13";no;no;no;no
"Gone Girl";2014;http://www.icheckmovies.com/movies/gone+girl/;12325;1352;7;239;;http://www.imdb.com/title/tt2267998/;"2015-01-11 22:24:21";no;no;no;no
"Beyond the Edge";2013;http://www.icheckmovies.com/movies/beyond+the+edge-2013-1/;27;3;0;4;;http://www.imdb.com/title/tt2468638/;"2015-01-11 01:59:21";no;no;no;no
"My Dog Tulip";2009;http://www.icheckmovies.com/movies/my+dog+tulip/;136;7;0;22;;http://www.imdb.com/title/tt0843358/;"2015-01-10 17:48:33";no;no;no;no
"Drag Me to Hell";2009;http://www.icheckmovies.com/movies/drag+me+to+hell/;15930;578;3;163;;http://www.imdb.com/title/tt1127180/;"2015-01-10 15:20:50";no;no;no;no
"Midnight Cowboy";1969;http://www.icheckmovies.com/movies/midnight+cowboy/;11044;807;18;343;;http://www.imdb.com/title/tt0064665/;"2015-01-10 01:25:38";no;no;no;no
Blackfish;2013;http://www.icheckmovies.com/movies/blackfish/;3003;185;1;73;;http://www.imdb.com/title/tt2545118/;"2015-01-05 22:21:21";no;no;no;no
Baraka;1992;http://www.icheckmovies.com/movies/baraka/;4350;554;3;113;;http://www.imdb.com/title/tt0103767/;"2015-01-05 22:20:06";no;no;no;no
"La grande bellezza";2013;http://www.icheckmovies.com/movies/la+grande+bellezza/;3276;520;7;184;"The Great Beauty";http://www.imdb.com/title/tt2358891/;"2015-01-05 21:58:08";no;no;no;no
Interstellar;2014;http://www.icheckmovies.com/movies/interstellar/;12692;1759;8;231;;http://www.imdb.com/title/tt0816692/;"2015-01-05 21:55:22";no;no;no;no
"How to Be a Man";2013;http://www.icheckmovies.com/movies/how+to+be+a+man/;118;10;0;4;;http://www.imdb.com/title/tt2479384/;"2014-12-28 13:55:37";no;no;no;no
"Fast Times at Ridgemont High";1982;http://www.icheckmovies.com/movies/fast+times+at+ridgemont+high/;12478;436;5;148;;http://www.imdb.com/title/tt0083929/;"2014-12-28 00:31:18";no;no;no;no
"The House of the Devil";2009;http://www.icheckmovies.com/movies/the+house+of+the+devil/;2573;144;2;115;;http://www.imdb.com/title/tt1172994/;"2014-12-07 01:34:00";no;no;no;no
"Tucker and Dale vs. Evil";2010;http://www.icheckmovies.com/movies/tucker+and+dale+vs.+evil/;10806;828;0;150;;http://www.imdb.com/title/tt1465522/;"2014-12-06 23:32:29";no;no;no;no
Misery;1990;http://www.icheckmovies.com/movies/misery/;15810;973;2;207;;http://www.imdb.com/title/tt0100157/;"2014-11-30 03:17:02";no;no;no;no
"Aileen: Life and Death of a Serial Killer";2003;http://www.icheckmovies.com/movies/aileen+life+and+death+of+a+serial+killer/;853;20;1;31;;http://www.imdb.com/title/tt0364930/;"2014-11-23 22:09:12";no;no;no;no
Control;2007;http://www.icheckmovies.com/movies/control/;7454;885;2;109;;http://www.imdb.com/title/tt0421082/;"2014-11-23 22:07:23";no;no;no;no
"Le Week-End";2013;http://www.icheckmovies.com/movies/le+week-end/;272;8;0;30;;http://www.imdb.com/title/tt2392326/;"2014-11-22 16:30:23";no;no;no;no
"The Whistleblower";2010;http://www.icheckmovies.com/movies/the+whistleblower/;840;34;0;36;;http://www.imdb.com/title/tt0896872/;"2014-11-22 16:29:43";no;no;no;no
"The House I Live In";2012;http://www.icheckmovies.com/movies/the+house+i+live+in-2012/;340;29;1;30;;http://www.imdb.com/title/tt2125653/;"2014-10-14 18:34:53";no;no;no;no
"The Hobbit: The Desolation of Smaug";2013;http://www.icheckmovies.com/movies/the+hobbit+the+desolation+of+smaug/;17391;834;4;234;;http://www.imdb.com/title/tt1170358/;"2014-10-14 18:34:15";no;no;no;no
"Nymphomaniac: Vol. II";2013;http://www.icheckmovies.com/movies/nymphomaniac+vol.+ii/;2908;156;1;84;;http://www.imdb.com/title/tt2382009/;"2014-10-14 18:33:28";no;no;no;no
"Nymphomaniac: Vol. I";2013;http://www.icheckmovies.com/movies/nymphomaniac+vol.+i/;3844;268;1;113;;http://www.imdb.com/title/tt1937390/;"2014-10-14 18:32:57";no;no;no;no
